.,/,r,e,s,u,l,t,s,/,l,s,t,m,_,t,h,r,e,e,_,f,u,l,l,.,t,x,t
F
0.7397,0.4993,0.0000,0.0000,0.7397,1.0000
0.7397,0.4845,0.0000,0.0000,0.7397,1.0000
0.7397,0.5060,0.0000,0.0000,0.7397,1.0000
0.7397,0.5036,0.0000,0.0000,0.7397,1.0000
0.7397,0.5035,0.0000,0.0000,0.7397,1.0000
0.7397,0.4781,0.0000,0.0000,0.7397,1.0000
0.7426,0.5187,0.1333,0.0235,0.7435,0.9960
0.7397,0.5293,0.0000,0.0000,0.7397,1.0000
0.7406,0.5269,0.2000,0.0038,0.7404,1.0000
F,A
0.7397,0.4899,0.0000,0.0000,0.7397,1.0000
0.7397,0.5261,0.0000,0.0000,0.7397,1.0000
0.7397,0.5833,0.0000,0.0000,0.7397,1.0000
0.7397,0.6052,0.0000,0.0000,0.7397,1.0000
0.7397,0.6057,0.0000,0.0000,0.7397,1.0000
0.7397,0.6040,0.0000,0.0000,0.7397,1.0000
0.7406,0.6502,0.2067,0.0319,0.7442,0.9891
0.7397,0.5466,0.0000,0.0000,0.7397,1.0000
0.7397,0.6507,0.0000,0.0000,0.7397,1.0000
